timeStamp,elapsed,label,responseMessage,threadName,success,failureMessage,sentBytes,grpThreads,allThreads,Latency,IdleTime
1518027346967,3851,localhost CPU,,,true,,0,0,0,0,0
1518027347970,1599,localhost CPU,,,true,,0,0,0,0,0
1518027348970,3876,localhost CPU,,,true,,0,0,0,0,0
1518027349970,9397,localhost CPU,,,true,,0,0,0,0,0
1518027350970,3112,localhost CPU,,,true,,0,0,0,0,0
1518027351970,3125,localhost CPU,,,true,,0,0,0,0,0
1518027352970,3125,localhost CPU,,,true,,0,0,0,0,0
1518027353971,3510,localhost CPU,,,true,,0,0,0,0,0
1518027354971,8597,localhost CPU,,,true,,0,0,0,0,0
1518027355971,3449,localhost CPU,,,true,,0,0,0,0,0
1518027356971,14438,localhost CPU,,,true,,0,0,0,0,0
1518027357971,44743,localhost CPU,,,true,,0,0,0,0,0
1518027358971,77415,localhost CPU,,,true,,0,0,0,0,0
1518027359975,58195,localhost CPU,,,true,,0,0,0,0,0
1518027360975,89472,localhost CPU,,,true,,0,0,0,0,0
1518027361975,72311,localhost CPU,,,true,,0,0,0,0,0
1518027363037,74902,localhost CPU,,,true,,0,0,0,0,0
1518027364040,77512,localhost CPU,,,true,,0,0,0,0,0
1518027365041,71464,localhost CPU,,,true,,0,0,0,0,0
1518027366045,51743,localhost CPU,,,true,,0,0,0,0,0
1518027367044,83221,localhost CPU,,,true,,0,0,0,0,0
1518027368046,64498,localhost CPU,,,true,,0,0,0,0,0
1518027369046,85454,localhost CPU,,,true,,0,0,0,0,0
1518027370054,86143,localhost CPU,,,true,,0,0,0,0,0
1518027371056,80459,localhost CPU,,,true,,0,0,0,0,0
1518027372056,84392,localhost CPU,,,true,,0,0,0,0,0
1518027373056,78880,localhost CPU,,,true,,0,0,0,0,0
1518027374056,68653,localhost CPU,,,true,,0,0,0,0,0
1518027375056,89442,localhost CPU,,,true,,0,0,0,0,0
1518027376056,91040,localhost CPU,,,true,,0,0,0,0,0
1518027377056,61730,localhost CPU,,,true,,0,0,0,0,0
1518027378067,69705,localhost CPU,,,true,,0,0,0,0,0
1518027379067,79675,localhost CPU,,,true,,0,0,0,0,0
1518027380082,88324,localhost CPU,,,true,,0,0,0,0,0
1518027381115,60233,localhost CPU,,,true,,0,0,0,0,0
1518027382115,67183,localhost CPU,,,true,,0,0,0,0,0
1518027383114,83200,localhost CPU,,,true,,0,0,0,0,0
1518027384115,79294,localhost CPU,,,true,,0,0,0,0,0
1518027385131,48092,localhost CPU,,,true,,0,0,0,0,0
1518027386138,56635,localhost CPU,,,true,,0,0,0,0,0
1518027387138,37583,localhost CPU,,,true,,0,0,0,0,0
1518027388138,45776,localhost CPU,,,true,,0,0,0,0,0
1518027389184,56218,localhost CPU,,,true,,0,0,0,0,0
1518027390188,66683,localhost CPU,,,true,,0,0,0,0,0
1518027391188,68882,localhost CPU,,,true,,0,0,0,0,0
1518027392188,56203,localhost CPU,,,true,,0,0,0,0,0
1518027393191,49397,localhost CPU,,,true,,0,0,0,0,0
1518027394191,52335,localhost CPU,,,true,,0,0,0,0,0
1518027395191,72279,localhost CPU,,,true,,0,0,0,0,0
1518027396190,64008,localhost CPU,,,true,,0,0,0,0,0
1518027397223,48094,localhost CPU,,,true,,0,0,0,0,0
1518027398234,80997,localhost CPU,,,true,,0,0,0,0,0
1518027399234,70816,localhost CPU,,,true,,0,0,0,0,0
1518027400266,72202,localhost CPU,,,true,,0,0,0,0,0
1518027401279,72579,localhost CPU,,,true,,0,0,0,0,0
1518027402279,82889,localhost CPU,,,true,,0,0,0,0,0
1518027403295,89791,localhost CPU,,,true,,0,0,0,0,0
1518027404307,70292,localhost CPU,,,true,,0,0,0,0,0
1518027405307,39495,localhost CPU,,,true,,0,0,0,0,0
1518027406307,17090,localhost CPU,,,true,,0,0,0,0,0
1518027407307,2374,localhost CPU,,,true,,0,0,0,0,0
1518027408307,2374,localhost CPU,,,true,,0,0,0,0,0
1518027409308,2333,localhost CPU,,,true,,0,0,0,0,0
1518027410308,11260,localhost CPU,,,true,,0,0,0,0,0
1518027411308,2725,localhost CPU,,,true,,0,0,0,0,0
1518027412308,1525,localhost CPU,,,true,,0,0,0,0,0
1518027413308,1959,localhost CPU,,,true,,0,0,0,0,0
1518027414308,2350,localhost CPU,,,true,,0,0,0,0,0
1518027415311,12794,localhost CPU,,,true,,0,0,0,0,0
1518027416311,2704,localhost CPU,,,true,,0,0,0,0,0
1518027417311,8643,localhost CPU,,,true,,0,0,0,0,0
1518027418311,58356,localhost CPU,,,true,,0,0,0,0,0
1518027419311,68103,localhost CPU,,,true,,0,0,0,0,0
1518027420326,68069,localhost CPU,,,true,,0,0,0,0,0
1518027421339,61189,localhost CPU,,,true,,0,0,0,0,0
1518027422339,63594,localhost CPU,,,true,,0,0,0,0,0
1518027423339,48256,localhost CPU,,,true,,0,0,0,0,0
1518027424341,77479,localhost CPU,,,true,,0,0,0,0,0
1518027425347,79357,localhost CPU,,,true,,0,0,0,0,0
1518027426378,94344,localhost CPU,,,true,,0,0,0,0,0
1518027427407,73034,localhost CPU,,,true,,0,0,0,0,0
1518027428421,78064,localhost CPU,,,true,,0,0,0,0,0
1518027429421,96863,localhost CPU,,,true,,0,0,0,0,0
1518027430421,76574,localhost CPU,,,true,,0,0,0,0,0
1518027431468,80386,localhost CPU,,,true,,0,0,0,0,0
1518027432468,82457,localhost CPU,,,true,,0,0,0,0,0
1518027433472,76498,localhost CPU,,,true,,0,0,0,0,0
1518027434526,85186,localhost CPU,,,true,,0,0,0,0,0
1518027435540,83220,localhost CPU,,,true,,0,0,0,0,0
1518027436540,68053,localhost CPU,,,true,,0,0,0,0,0
1518027437603,95529,localhost CPU,,,true,,0,0,0,0,0
1518027438603,63697,localhost CPU,,,true,,0,0,0,0,0
1518027439613,57993,localhost CPU,,,true,,0,0,0,0,0
1518027440613,75271,localhost CPU,,,true,,0,0,0,0,0
1518027441613,82091,localhost CPU,,,true,,0,0,0,0,0
1518027442613,64841,localhost CPU,,,true,,0,0,0,0,0
1518027443621,63169,localhost CPU,,,true,,0,0,0,0,0
1518027444621,84353,localhost CPU,,,true,,0,0,0,0,0
1518027445622,86185,localhost CPU,,,true,,0,0,0,0,0
1518027446631,82348,localhost CPU,,,true,,0,0,0,0,0
1518027447678,57741,localhost CPU,,,true,,0,0,0,0,0
1518027448684,76739,localhost CPU,,,true,,0,0,0,0,0
1518027449684,41760,localhost CPU,,,true,,0,0,0,0,0
1518027450686,80573,localhost CPU,,,true,,0,0,0,0,0
1518027451686,53485,localhost CPU,,,true,,0,0,0,0,0
1518027452686,72243,localhost CPU,,,true,,0,0,0,0,0
1518027453686,49249,localhost CPU,,,true,,0,0,0,0,0
1518027454686,22275,localhost CPU,,,true,,0,0,0,0,0
1518027455686,62500,localhost CPU,,,true,,0,0,0,0,0
1518027456686,63022,localhost CPU,,,true,,0,0,0,0,0
1518027457686,55427,localhost CPU,,,true,,0,0,0,0,0
1518027458709,81996,localhost CPU,,,true,,0,0,0,0,0
1518027459713,73431,localhost CPU,,,true,,0,0,0,0,0
1518027460713,65370,localhost CPU,,,true,,0,0,0,0,0
1518027461720,73046,localhost CPU,,,true,,0,0,0,0,0
1518027462720,66383,localhost CPU,,,true,,0,0,0,0,0
1518027463720,74618,localhost CPU,,,true,,0,0,0,0,0
1518027464720,67183,localhost CPU,,,true,,0,0,0,0,0
1518027465720,37865,localhost CPU,,,true,,0,0,0,0,0
1518027466720,48075,localhost CPU,,,true,,0,0,0,0,0
1518027467720,66550,localhost CPU,,,true,,0,0,0,0,0
1518027468720,8950,localhost CPU,,,true,,0,0,0,0,0
1518027469720,7369,localhost CPU,,,true,,0,0,0,0,0
1518027470721,13293,localhost CPU,,,true,,0,0,0,0,0
1518027471721,1974,localhost CPU,,,true,,0,0,0,0,0
1518027472721,3114,localhost CPU,,,true,,0,0,0,0,0
1518027473721,3500,localhost CPU,,,true,,0,0,0,0,0
1518027474721,7800,localhost CPU,,,true,,0,0,0,0,0
1518027475721,5873,localhost CPU,,,true,,0,0,0,0,0
1518027476722,1925,localhost CPU,,,true,,0,0,0,0,0
1518027477722,1175,localhost CPU,,,true,,0,0,0,0,0
1518027478722,2340,localhost CPU,,,true,,0,0,0,0,0
1518027479727,3148,localhost CPU,,,true,,0,0,0,0,0
1518027480727,45322,localhost CPU,,,true,,0,0,0,0,0
1518027481727,60142,localhost CPU,,,true,,0,0,0,0,0
1518027482729,83292,localhost CPU,,,true,,0,0,0,0,0
1518027483729,46699,localhost CPU,,,true,,0,0,0,0,0
1518027484729,44150,localhost CPU,,,true,,0,0,0,0,0
1518027485729,60540,localhost CPU,,,true,,0,0,0,0,0
1518027486730,50024,localhost CPU,,,true,,0,0,0,0,0
1518027487730,46301,localhost CPU,,,true,,0,0,0,0,0
1518027488746,79075,localhost CPU,,,true,,0,0,0,0,0
1518027489746,82824,localhost CPU,,,true,,0,0,0,0,0
1518027490746,79836,localhost CPU,,,true,,0,0,0,0,0
1518027491809,87943,localhost CPU,,,true,,0,0,0,0,0
1518027492809,71329,localhost CPU,,,true,,0,0,0,0,0
1518027493810,98828,localhost CPU,,,true,,0,0,0,0,0
1518027494849,97730,localhost CPU,,,true,,0,0,0,0,0
1518027495849,94605,localhost CPU,,,true,,0,0,0,0,0
1518027496850,95032,localhost CPU,,,true,,0,0,0,0,0
1518027497850,89387,localhost CPU,,,true,,0,0,0,0,0
1518027498850,77030,localhost CPU,,,true,,0,0,0,0,0
1518027499850,62425,localhost CPU,,,true,,0,0,0,0,0
